normalized_name,count,examples
기타포괄손익공정가치측정금융상품평가손익,4,기타포괄손익-공정가치측정 금융상품평가손익 | 기타포괄손익-공정가치측정금융상품평가손익
해외사업장환산손익,4,해외사업장환산손익
파생금융자산평가이익조정,4,파생금융자산평가이익 조정
파생금융자산평가손실,4,파생금융자산평가손실
정부보조금의사용,4,정부보조금의 사용
유동성충당부채,4,유동성충당부채
보증금,4,보증금
건물의처분,4,건물의 처분
지배기업의소유주에게귀속되는지분,4,지배기업의 소유주에게 귀속되는 지분
장기기타금융자산,4,장기기타금융자산
단기기타채무,4,단기기타채무
종속기업과기타사업의지배력상실에따른현금흐름,4,종속기업과 기타 사업의 지배력 상실에 따른 현금흐름
퇴직급여채무의증가감소,4,퇴직급여채무의 증가(감소)
충당부채전입액,4,충당부채전입액
기타유형자산의취득,4,기타유형자산의 취득
단기금융자산,4,단기금융자산
지배기업의소유주,4,지배기업의 소유주
매각예정비유동자산의처분,4,매각예정비유동자산의 처분
비유동순확정급여자산,4,비유동 순확정급여자산
지배주주지분,4,지배주주지분
매각예정또는소유주에대한분배예정으로분류된비유동자산이나처분자산집단,4,매각예정 또는 소유주에 대한 분배예정으로 분류된 비유동자산이나 처분자산집단
비유동당기손익공정가치측정금융자산,4,비유동 당기손익-공정가치 측정 금융자산 | 비유동 당기손익-공정가치측정 금융자산
사용권자산처분이익,4,사용권자산처분이익 | 사용권자산 처분이익
상각후원가측정금융자산,3,상각후원가측정금융자산 | 상각후원가 측정 금융자산
당기손익인식금융자산처분손실,3,당기손익인식금융자산처분손실
단기금융자산의감소,3,단기금융자산의 감소
상각후원가측정금융자산의증가,3,상각후원가측정금융자산의 증가
파생금융자산,3,파생금융자산
적립금,3,적립금
확정급여부채의재측정요소,3,확정급여부채의 재측정요소
사채상환이익,3,사채상환이익
기타유동금융자산의감소증가,3,기타유동금융자산의 감소(증가)
기타유동금융부채의증가감소,3,기타유동금융부채의 증가(감소)
법인세환급,3,법인세환급
비품의취득,3,비품의 취득
판매보증충당부채,3,판매보증충당부채
신주인수권부사채,3,신주인수권부사채
현금및현금성자산의순증가,3,현금및현금성자산의순증가 | 현금및현금성자산의 순증가
종속기업투자주식의처분,3,종속기업투자주식의 처분
투자선급금의감소,3,투자선급금의 감소
매각예정비유동부채,3,매각예정비유동부채
주식발행비용,3,주식발행비용
기타비유동지급채무,3,기타비유동지급채무
장기선급비용총액,3,"장기선급비용, 총액"
희석주당손익,3,희석주당손익
대손충당금매출채권,3,"대손충당금, 매출채권"
대손충당금단기미수금,3,"대손충당금, 단기미수금"
이익준비금,3,이익준비금
미처분이익잉여금미처리결손금,3,미처분이익잉여금(미처리결손금)
사용권자산상각비,3,사용권자산상각비
매입채무및기타유동채무의증가감소,3,매입채무 및 기타유동채무의 증가(감소)
당기손익으로재분류되지않는항목세전기타포괄손익,3,당기손익으로 재분류되지 않는 항목(세전기타포괄손익)
당기손익으로재분류될수있는항목세전기타포괄손익,3,당기손익으로 재분류될 수 있는 항목(세전기타포괄손익)
단기대여금총액,3,"단기대여금, 총액"
장기보증금자산,3,장기보증금자산
영업권총액,3,"영업권, 총액"
단기임대보증금,3,단기임대보증금
부가가치세예수금,3,부가가치세예수금
미지급배당금,3,미지급 배당금 | 미지급배당금
장기임대보증금총액,3,"장기임대보증금, 총액"
제품매출액,3,제품매출액
상품매출액,3,상품매출액
제품매출원가,3,제품매출원가
상품매출원가,3,상품매출원가
재평가잉여금,3,재평가잉여금
기타투자자산의처분,3,기타투자자산의 처분
예수보증금의증가,3,예수보증금의 증가
현금배당,3,현금배당
기타비유동수취채권,3,기타비유동수취채권
일반관리비,3,일반관리비
기타포괄손익공정가치금융자산의증가,3,기타포괄손익공정가치금융자산의증가 | 기타포괄손익-공정가치 금융자산의 증가 | 기타포괄손익-공정가치금융자산의 증가
기타포괄손익공정가치금융자산의감소,3,기타포괄손익공정가치금융자산의감소 | 기타포괄손익-공정가치 금융자산의 감소 | 기타포괄손익-공정가치금융자산의 감소
주식발행비,3,주식발행비
당기손익인식금융자산의증가,3,당기손익인식금융자산의 증가
지분법이익잉여금,3,지분법이익잉여금
판매보증비조정,3,판매보증비 조정
지분법손실조정,3,지분법손실 조정
매출채권및기타유동채권의감소증가,3,매출채권 및 기타유동채권의 감소(증가)
매출채권및기타채권의감소증가조정,3,매출채권 및 기타채권의 감소(증가) 조정
기타자산의감소증가,3,기타자산의 감소(증가)
매입채무및기타채무의증가감소,3,매입채무 및 기타채무의 증가(감소)
기타부채의증가감소,3,기타부채의 증가(감소)
유동당기손익인식금융자산,3,유동 당기손익인식금융자산
기타영업활동관련채권의감소증가,3,기타 영업활동 관련 채권의 감소(증가)
기타영업활동관련채무의증가감소,3,기타 영업활동 관련 채무의 증가(감소)
미수금,3,미수금
기타비금융자산,3,기타비금융자산
환불부채,3,환불부채
사채의발행,3,사채의 발행
기본및희석주당손익,3,기본 및 희석주당손익 | 기본 및 희석 주당 손익
법인세의납부환급,3,법인세의 납부(환급)
기타수취채권의감소,3,기타수취채권의 감소
배당수익에대한조정,3,배당수익에 대한 조정
기타의대손충당금환입,3,기타의 대손충당금환입
파생상품자산의감소증가,3,파생상품자산의 감소(증가)
533,3,"5,33"
13,3,13
장기종업원급여부채,3,장기종업원급여부채
당기총포괄이익손실,3,당기총포괄이익(손실)
기타금융자산의감소증가,3,기타금융자산의 감소(증가)
기타포괄손익공정가치금융자산의취득,3,기타포괄손익-공정가치금융자산의 취득
장기선급비용,3,장기선급비용
장기미지급비용,3,장기미지급비용
납입자본,3,납입자본
보통주기본주당이익,3,보통주기본주당이익 | 보통주 기본주당이익
당기총포괄이익,3,당기총포괄이익
사업결합으로인한순현금유출,3,사업결합으로 인한 순현금유출
대손상각비대손충당금환입,3,대손상각비(대손충당금환입)
사업결합으로인한현금유입,3,사업결합으로인한현금유입 | 사업결합으로 인한 현금 유입 | 사업결합으로 인한 현금유입
토지의처분,3,토지의 처분
기타유형자산의처분,3,기타유형자산의 처분
구축물의취득,3,구축물의 취득
유동성금융기관차입금사채제외,3,유동성 금융기관 차입금(사채 제외)
비지배지분에귀속되는당기순이익,3,비지배지분에 귀속되는 당기순이익
리스채권의감소,3,리스채권의 감소
소프트웨어의취득,3,소프트웨어의 취득
금융기관예치금,3,금융기관예치금
당기순이익에대한조정,3,당기순이익에 대한 조정
영업활동자산부채의증감,3,"영업활동 자산 부채의 증감 | 영업활동 자산, 부채의 증감 | 영업활동자산부채의증감"
금융기관예치금의감소,3,금융기관예치금의 감소
기타금융부채의상환,3,기타금융부채의 상환
금융리스채권,3,금융리스채권
기타유동채권,3,기타유동채권 | 기타 유동채권
보증금의감소증가,3,보증금의 감소(증가)
단기기타금융자산,3,단기기타금융자산
단기기타채권,3,단기기타채권
유동성리스부채의상환,3,유동성리스부채의 상환
장기임대보증금,3,장기임대보증금
이연법인세자산의감소증가,3,이연법인세자산의 감소(증가)
유동매출채권,3,유동매출채권
포괄손익,3,포괄손익
금융원가의조정,3,금융원가의 조정
장기미지급금의증가감소,3,장기미지급금의 증가(감소)
교환사채의증가,3,교환사채의 증가
신주인수권부사채의감소,3,신주인수권부사채의 감소
비유동매도가능금융자산의취득,3,비유동매도가능금융자산의 취득
컴퓨터소프트웨어의취득,3,컴퓨터소프트웨어의 취득
대출채권,3,대출채권
종속기업에대한투자자산의처분,3,종속기업에 대한 투자자산의 처분
유동성전환상환우선주부채,3,유동성전환상환우선주부채
수수료비용,3,수수료비용
사업결합으로인한현금유출액,3,사업결합으로 인한 현금유출액 | 사업결합으로인한 현금유출액
재무활동순현금흐름,3,재무활동순현금흐름
금융리스부채의증가,3,금융리스부채의 증가
비지배지분의증가,3,비지배지분의 증가
비지배지분에귀속되는총포괄손익,3,비지배지분에 귀속되는 총포괄손익
영업활동순현금흐름,3,영업활동순현금흐름
유동차입금,3,유동 차입금
비유동당기손익인식금융자산의무적으로측정된공정가치,3,"비유동 당기손익인식금융자산, 의무적으로 측정된 공정가치"
매각예정자산의처분,3,매각예정자산의 처분
중단영업손실,3,중단영업손실
중단영업으로인한순현금흐름,3,중단영업으로 인한 순현금흐름
비유동성금융기관차입금사채제외,3,비유동성 금융기관 차입금(사채 제외)
주식선택권행사로인한현금유입,3,주식선택권행사로 인한 현금유입
금융수익기타,3,금융수익-기타 | 금융수익(기타)
금융상품의처분,3,금융상품의 처분
장기미지급금,3,장기미지급금
기타자본잉여금,3,기타자본잉여금
단기차입금의순증감,3,단기차입금의 순증감
사용권자산처분손실,3,사용권자산처분손실 | 사용권자산 처분손실
유동차입금의상환,3,유동차입금의 상환
운전자본의변동,3,운전자본의 변동
단기초과청구공사,3,단기초과청구공사
장기계약부채,2,장기계약부채
당기손익인식금융자산평가이익,2,당기손익인식금융자산평가이익
당기손익인식금융자산처분이익,2,당기손익인식금융자산처분이익
상각후원가측정금융자산의감소,2,상각후원가측정금융자산의 감소
기타포괄공정가치금융자산,2,기타포괄-공정가치금융자산
결손금,2,결손금
재고자산폐기손실,2,재고자산폐기손실
법인세수익,2,법인세수익
기타현금의유출없는비용등,2,기타 현금의 유출 없는 비용등
기타유동자산의감소,2,기타유동자산의 감소
기타채무의감소,2,기타채무의 감소
종속기업투자의처분,2,종속기업투자의 처분
종속기업투자의취득,2,종속기업투자의 취득
리스채권의회수,2,리스채권의 회수
유동금융부채,2,유동금융부채
기타무형자산의취득,2,기타무형자산의 취득
매각예정자산관련부채,2,매각예정자산관련부채
중단영업이익,2,중단영업이익
기타유동자산의증가,2,기타유동자산의 증가
종속기업유상증자,2,종속기업유상증자 | 종속기업 유상증자
장기선급비용의증가,2,장기선급비용의 증가
당기순손실,2,당기순손실
관계기업자본변동에대한지분,2,관계기업 자본변동에 대한 지분
총포괄손실,2,총포괄손실
신주발행비의지급,2,신주발행비의 지급
현금및현금성자산의증감,2,현금및현금성자산의 증감 | 현금및현금성자산의증감
관계기업및공동기업투자주식,2,관계기업및공동기업투자주식
차입금및사채,2,차입금및사채 | 차입금 및 사채
기타유동충당부채,2,기타유동충당부채
장기차입금및사채,2,장기차입금및사채 | 장기차입금 및 사채
현금흐름위험회피손익세후기타포괄손익,2,현금흐름위험회피손익(세후기타포괄손익)
지배기업의소유주귀속총포괄손익,2,지배기업의 소유주 귀속 총포괄손익
기본주당손실,2,기본주당손실
희석주당손실,2,희석주당손실
대여금의회수,2,대여금의 회수
매각예정또는소유주에대한분배예정으로분류된비유동자산이나처분자산집단의처분,2,매각예정 또는 소유주에 대한 분배예정으로 분류된 비유동자산이나 처분자산집단의 처분
연결자본거래로인한현금유출,2,연결자본거래로 인한 현금유출
비유동차입금의유동성대체부분,2,비유동차입금의 유동성 대체 부분
유동당기손익인식금융자산의취득,2,유동당기손익인식금융자산의 취득
지배력을상실하지않는종속기업에대한소유지분의변동으로인한현금유입,2,지배력을 상실하지 않는 종속기업에 대한 소유지분의 변동으로 인한 현금유입
교환사채의감소,2,교환사채의 감소
후속적으로당기손익으로재분류되는포괄손익:,2,후속적으로 당기손익으로 재분류되는 포괄손익:
장기대여금의대여,2,장기대여금의 대여
종속기업투자주식처분이익,2,종속기업투자주식처분이익
단기대여금,2,단기대여금
장기임차보증금총액,2,"장기임차보증금, 총액"
장기선급금,2,장기선급금
장기선수금총액,2,"장기선수금, 총액"
재화의판매로인한수익매출액,2,재화의 판매로 인한 수익(매출액)
용역의제공으로인한수익매출액,2,용역의 제공으로 인한 수익(매출액)
재화의판매로인한수익매출액에대한매출원가,2,재화의 판매로 인한 수익(매출액)에 대한 매출원가
대손상각비대손충당금환입판관비,2,"대손상각비(대손충당금환입), 판관비"
경상개발비판관비,2,"경상개발비, 판관비"
유형자산손상차손환입,2,유형자산손상차손환입
이자수익금융수익,2,이자수익(금융수익)
이자비용금융원가,2,이자비용(금융원가)
해외사업환산이익,2,해외사업환산이익
유형자산폐기손실조정,2,유형자산폐기손실 조정
하자보수비조정,2,하자보수비 조정
단기매출채권의감소증가,2,단기매출채권의 감소(증가)
단기선급금의감소증가,2,단기선급금의 감소(증가)
제품보증충당부채의증가감소,2,제품보증충당부채의 증가(감소)
반환재고회수권의감소증가,2,반환재고회수권의 감소(증가)
반품충당부채의증가감소,2,반품충당부채의 증가(감소)
당기손익공정가치측정금융자산처분,2,당기손익공정가치측정금융자산처분 | 당기손익-공정가치측정금융자산 처분
지배회사의소유주지분,2,지배회사의 소유주지분
해외사업장환산외환차이세전기타포괄이익,2,해외사업장환산외환차이(세전기타포괄이익)
당기순이익손실에대한조정,2,당기순이익(손실)에 대한 조정
장기대여금총액,2,"장기대여금, 총액"
장기선급금총액,2,"장기선급금, 총액"
장기미지급금총액,2,"장기미지급금, 총액"
재무활동으로분류된배당금지급,2,재무활동으로 분류된 배당금 지급
지분법이익손실,2,지분법이익(손실)
장기선급금의증가,2,장기선급금의 증가
투자부동산평가이익,2,투자부동산평가이익
투자자산처분이익,2,투자자산처분이익
장단기금융상품의감소,2,장단기금융상품의 감소 | 장·단기금융상품의 감소
보증금의회수,2,보증금의 회수
장단기금융상품의증가,2,장단기금융상품의 증가 | 장·단기금융상품의 증가
파생상품금융자산,2,파생상품금융자산
단기금융부채,2,단기금융부채
당기손익공정가치금융자산의증가,2,당기손익-공정가치금융자산의 증가 | 당기손익-공정가치 금융자산의 증가
관계기업투자주식의증가,2,관계기업투자주식의 증가
기타투자자산의증가,2,기타투자자산의 증가
기타투자자산의감소,2,기타투자자산의 감소
유형자산의감소,2,유형자산의 감소
무형자산의증가,2,무형자산의 증가
무형자산의감소,2,무형자산의 감소
파생상품부채의증가,2,파생상품부채의 증가
파생상품부채의감소,2,파생상품부채의 감소
사채발행비,2,사채발행비
계속사업당기순이익손실,2,계속사업당기순이익(손실)
중단사업에서발생한현금흐름,2,중단사업에서 발생한 현금흐름
종속기업관계기업공동기업투자손상차손,2,종속기업/관계기업/공동기업투자손상차손
장기선급비용의감소증가,2,장기선급비용의 감소(증가)
충당부채환입액,2,충당부채환입액
종속기업관계기업공동기업투자처분이익,2,종속기업/관계기업/공동기업투자처분이익
채무조정이익,2,채무조정이익
매입채무및기타비유동채무,2,매입채무 및 기타비유동채무
경상연구개발비,2,경상연구개발비
지분법투자주식평가이익손실,2,지분법투자주식평가이익(손실)
계약자산의감소증가,2,계약자산의 감소(증가)
기타비유동비금융자산의감소증가,2,기타비유동비금융자산의 감소(증가)
미수수익,2,미수수익
지배기업소유주귀속,2,지배기업 소유주 귀속
당기손익공정가치금융자산의감소,2,당기손익공정가치금융자산의 감소 | 당기손익-공정가치 금융자산의 감소
기타포괄손익공정가치로측정되는금융자산의세후차손익,2,기타포괄손익-공정가치로 측정되는 금융자산의 세후차손익
매출채권및기타채권비유동,2,매출채권 및 기타채권(비유동) | 매출채권및기타채권(비유동)
법인세납부영업활동,2,"법인세 납부, 영업활동"
장기금융자산의증가,2,장기금융자산의 증가
기타수취채권의증가,2,기타수취채권의 증가
비유동금융자산,2,비유동금융자산
유동금융자산,2,유동금융자산
관계기업자본변동,2,관계기업자본변동
당기손익으로재분류될수있는항목과관련된법인세,2,당기손익으로 재분류될수 있는 항목과 관련된 법인세
당기손익으로재분류되지않는항목과관련된법인세,2,당기손익으로 재분류되지 않는 항목과 관련된 법인세
투자부동산감가상각비조정,2,투자부동산감가상각비 조정
사용권자산감가상각비조정,2,사용권자산감가상각비 조정
기타충당부채전입액,2,기타충당부채전입액
기타유동채권의감소증가,2,기타유동채권의 감소(증가)
51033,2,"5,10,33"
9,2,9
14,2,14
17,2,17
513,2,"5,13"
123,2,"1,23"
24,2,24
25,2,25
32,2,32
종속기업및관계기업투자주식의취득,2,종속기업및관계기업투자주식의 취득
연구개발비,2,연구개발비
운전자본변동,2,운전자본변동 | 운전자본 변동
신주인수권의행사,2,신주인수권의 행사
선수금,2,선수금
보통주희석주당이익,2,보통주희석주당이익 | 보통주 희석주당이익
비유동계약부채,2,비유동계약부채
관계기업투자자산손상차손,2,관계기업투자자산손상차손
금융보증비용손실,2,금융보증비용(손실)
무형자산손상차손환입,2,무형자산손상차손환입
1.영업에서창출된현금,2,1. 영업에서 창출된 현금
2.이자의수취,2,2. 이자의 수취
3.이자의지급,2,3. 이자의 지급
1.재무활동으로인한현금유입액,2,1. 재무활동으로 인한 현금유입액
2.재무활동으로인한현금유출액,2,2. 재무활동으로 인한 현금유출액
장기금융자산의감소,2,장기금융자산의 감소
관계기업투자자산평가손익,2,관계기업투자자산평가손익
기타비용조정,2,기타비용 조정
배당수익,2,배당수익
금융보증수익,2,금융보증수익
임대료수입,2,임대료수입
기타현금의유입없는수익등,2,기타 현금의 유입 없는 수익등
임대보증금의증가감소,2,임대보증금의 증가(감소) | 임대보증금의증가(감소)
확정급여채무의현재가치의증가감소,2,확정급여채무의현재가치의 증가(감소)
기타채권의감소,2,기타채권의 감소
장기기타채무의증가,2,장기기타채무의 증가
기타채권의증가,2,기타채권의 증가
장기기타채무의감소,2,장기기타채무의 감소
보증금부채의증가,2,보증금부채의 증가
연결대상범위의변동,2,연결대상범위의 변동
기타포괄손익공정가치측정유동금융자산,2,기타포괄손익-공정가치 측정 유동금융자산
단기금융리스채권,2,단기금융리스채권
기타포괄손익공정가치측정금융자산의감소,2,기타포괄손익-공정가치측정금융자산의 감소
기타포괄손익공정가치측정금융자산의증가,2,기타포괄손익-공정가치측정금융자산의 증가 | 기타포괄손익-공정가치측정 금융자산의 증가
유동파생금융부채,2,유동파생금융부채
세후중단영업손익,2,세후중단영업손익
중단영업당기순이익손실,2,중단영업당기순이익(손실)
손익조정사항,2,손익조정사항
비품의처분,2,비품의 처분
시설장치의처분,2,시설장치의 처분
특허권의취득,2,특허권의 취득
금융리스부채의감소,2,금융리스부채의 감소
금융리스채권의감소,2,금융리스채권의 감소
I.유동자산,2,I. 유동자산
II.비유동자산,2,II. 비유동자산
I.유동부채,2,I. 유동부채
II.비유동부채,2,II. 비유동부채
I.매출액,2,I. 매출액
II.매출원가,2,II. 매출원가
III.매출총이익,2,III. 매출총이익
1.지배기업소유주지분,2,1. 지배기업소유주지분
2.비지배지분,2,2. 비지배지분
기타포괄손익공정가치측정채무상품평가손익,2,기타포괄손익-공정가치측정 채무상품 평가손익 | 기타포괄손익-공정가치측정채무상품평가손익
2.후속적으로당기손익으로재분류되지않는항목,2,2. 후속적으로 당기손익으로 재분류되지 않는 항목
Ⅰ.영업활동으로인한현금흐름,2,Ⅰ. 영업활동으로 인한 현금흐름
Ⅱ.투자활동으로인한현금흐름,2,Ⅱ. 투자활동으로 인한 현금흐름
Ⅲ.재무활동으로인한현금흐름,2,Ⅲ. 재무활동으로 인한 현금흐름
종속기업및관계기업투자,2,종속기업 및 관계기업 투자 | 종속기업및관계기업투자
금융기관예치금의증가,2,금융기관예치금의 증가
기본및희석주당이익,2,기본및희석주당이익
정기예금의증가,2,정기예금의 증가
임대매출원가,2,임대매출원가
관계기업의기타포괄손익에대한지분,2,관계기업의 기타포괄손익에 대한 지분
관계기업투자의처분,2,관계기업투자의 처분
사업결합으로인한현금유출,2,사업결합으로 인한 현금유출
현금및현금성자산의증가,2,현금 및 현금성자산의 증가 | 현금및현금성자산의 증가
관계기업기타포괄손익중지분해당액,2,관계기업 기타포괄손익 중 지분해당액
당기법인세부채의증가감소,2,당기법인세부채의 증가(감소)
기타자본조정,2,기타자본조정
투자선급금의증가,2,투자선급금의 증가
금융리스부채,2,금융리스부채
총당기순이익,2,총당기순이익
부의지분법자본변동,2,(부의)지분법자본변동 | 부의지분법자본변동
장기기타금융자산의취득,2,장기기타금융자산의 취득
공정가치측정금융자산의취득,2,공정가치측정금융자산의 취득 | 공정가치측정 금융자산의 취득
만기보유금융자산의취득,2,만기보유금융자산의 취득
단기미수금,2,단기미수금
단기미수수익,2,단기미수수익
단기선급금,2,단기선급금
계속영업총포괄이익손실,2,계속영업총포괄이익(손실)
중단영업총포괄이익손실,2,중단영업총포괄이익(손실)
현금의유출이없는비용등의가산,2,현금의유출이없는비용등의가산 | 현금의 유출이 없는 비용 등의 가산
현금의유입이없는수익등의차감,2,현금의유입이없는수익등의차감 | 현금의 유입이 없는 수익 등의 차감
기타자본요소,2,기타자본요소
매출총이익손실,2,매출총이익(손실)
주식매수선택권행사,2,주식매수선택권 행사 | 주식매수선택권행사
최초인식시점또는그이후에지정된유동당기손익인식금융자산,2,최초인식시점 또는 그 이후에 지정된 유동 당기손익인식금융자산
최초인식시점또는그이후에지정된비유동당기손익인식금융자산,2,최초인식시점 또는 그 이후에 지정된 비유동 당기손익인식금융자산
외화환산외환차이의세후차익차손,2,외화환산외환차이의 세후차익(차손)
금융자산처분손실조정,2,금융자산처분손실 조정
비지배지분부채의감소,2,비지배지분부채의 감소
환율변동효과전현금및현금성자산의증가감소,2,환율변동효과전현금및현금성자산의 증가(감소)
영업권,2,영업권
유동성전환우선주부채,2,유동성전환우선주부채
종속기업처분으로인한현금유출,2,종속기업처분으로인한현금유출 | 종속기업처분으로 인한 현금유출
사업결합으로인한순투자,2,사업결합으로 인한 순투자
금융자산의공정가치변동,2,금융자산의 공정가치 변동
건설중인자산의증가,2,건설중인 자산의 증가 | 건설중인자산의 증가
유동성상환전환우선주부채,2,유동성상환전환우선주부채
파생금융부채,2,파생금융부채
기타포괄손익공정가치측정금융자산처분손익,2,기타포괄손익-공정가치측정금융자산처분손익
후속적으로당기손익으로재분류되는항목:,2,후속적으로 당기손익으로 재분류되는 항목:
후속적으로당기손익으로재분류되지않는항목:,2,후속적으로 당기손익으로 재분류되지 않는 항목:
법인세의환급,2,법인세의 환급
주식매수선택권의행사,2,주식매수선택권의 행사
사무용비품의처분,2,사무용비품의 처분
매도가능금융자산의처분,2,매도가능금융자산의 처분
영업활동자산ㆍ부채의증감,2,영업활동 자산ㆍ부채의 증감
예수부채,2,예수부채
영업활동으로인한순현금흐름,2,영업활동으로 인한 순현금흐름
투자활동으로인한순현금흐름,2,투자활동으로 인한 순현금흐름
재무활동으로인한순현금흐름,2,재무활동으로 인한 순현금흐름
유동파생상품금융부채,2,유동 파생상품 금융부채
기타포괄손익공정가치금융자산의처분,2,기타포괄손익-공정가치금융자산의 처분 | 기타포괄손익-공정가치 금융자산의 처분
종속기업과기타사업의지배력획득에따른현금흐름,2,종속기업과 기타 사업의 지배력 획득에 따른 현금흐름
예치금,2,예치금
당기손익공정가치측정금융상품관련이익,2,당기손익-공정가치측정금융상품관련이익
관계기업투자자산처분이익,2,관계기업투자자산처분이익
당기손익공정가치측정금융상품관련손실,2,당기손익-공정가치측정금융상품관련손실
법인세차감전순이익손실,2,법인세차감전순이익(손실)
당기순이익조정을위한가감합계,2,당기순이익조정을 위한 가감 합계
이자비용에대한조정,2,이자비용에 대한 조정
당기손익공정가치측정금융자산의감소증가,2,당기손익-공정가치측정금융자산의 감소(증가)
금융리스채권의감소증가,2,금융리스채권의 감소(증가)
사외적립자산의증가,2,사외적립자산의 증가
전환가능상품의발행으로인한현금유입,2,전환가능상품의 발행으로 인한 현금 유입
전환가능상품의상환으로인한현금유출,2,전환가능상품의 상환으로 인한 현금 유출
단기선수수익,2,단기선수수익
비유동금융리스부채,2,비유동금융리스부채
유동당기손익인식금융자산의처분,2,유동당기손익인식금융자산의 처분
법인세수익비용,2,법인세수익(비용)
계속영업기본및희석주당손익,2,계속영업 기본및희석주당손익 | 계속영업기본 및 희석 주당손익
중단영업기본및희석주당손익,2,중단영업 기본및희석주당손익 | 중단영업기본 및 희석 주당손익
I.자본금,2,I. 자본금
II.자본잉여금,2,II. 자본잉여금
IV.기타포괄손익누계액,2,IV. 기타포괄손익누계액
투자활동순현금흐름,2,투자활동순현금흐름
기타대손충당금환입,2,기타대손충당금환입
종속기업조인트벤처와관계기업에대한투자자산의취득,2,"종속기업, 조인트벤처와 관계기업에 대한 투자자산의 취득"
전환사채의전환,2,전환사채의 전환
교환사채의발행,2,교환사채의 발행
교환사채의상환,2,교환사채의 상환
금융자산처분이익,2,금융자산처분이익
비유동당기손익인식금융자산의처분,2,비유동당기손익인식금융자산의 처분
단기차입부채,2,단기차입부채
선수수익,2,선수수익
장기차입부채,2,장기차입부채
상각후원가금융자산의감소,2,상각후원가 금융자산의 감소 | 상각후원가금융자산의 감소
종속기업지분의변동,2,종속기업지분의 변동
유동성기타차입금사채제외,2,유동성 기타 차입금(사채 제외)
리스부채의증가감소,2,리스부채의 증가(감소)
파생금융자산감소증가,2,파생금융자산 감소(증가)
기타투자자산의취득,2,기타투자자산의 취득
사용권자산의처분,2,사용권자산의 처분
예치금의감소증가,2,예치금의 감소(증가)
금융수익유효이자율법에따른이자수익,2,금융수익-유효이자율법에 따른 이자수익
비지배지분당기순이익손실,2,비지배지분 당기순이익(손실)
국고보조금의수취,2,국고보조금의 수취
전환상환우선주부채,2,전환상환우선주부채
당기손익공정가치측정지정금융자산,2,당기손익-공정가치 측정 지정 금융자산
비유동당기손익인식금융자산의취득,2,비유동당기손익인식금융자산의 취득
신종자본증권의발행,2,신종자본증권의 발행
금융수익의조정,2,금융수익의 조정
투자자산처분이익조정,2,투자자산처분이익 조정
장기차입금의순증감,2,장기차입금의 순증감
비지배지분총포괄손익,2,비지배지분 총포괄손익 | 비지배지분총포괄손익
사용권자산감가상각비,2,사용권자산감가상각비
투자부동산감가상각비,2,투자부동산감가상각비
지분법적용대상인관계기업의당기순손익에대한지분,2,지분법 적용대상인 관계기업의 당기순손익에 대한 지분
기타의대손상각비환입,2,기타의 대손상각비(환입)
재해손실,2,재해손실
장기매출채권의감소증가,2,장기매출채권의 감소(증가)
금융리스자산의처분,2,금융리스자산의 처분
주식보상비용환입,2,주식보상비용(환입)
판매보증비,2,판매보증비
기타비유동금융자산의감소증가,2,기타비유동금융자산의 감소(증가)
기타비유동채무의증가감소,2,기타비유동채무의 증가(감소)
비지배지분과의거래,2,비지배지분과의 거래
전환사채콜옵션행사,2,전환사채 콜옵션 행사 | 전환사채 콜옵션행사
유동당기손익공정가치측정금융자산,2,유동당기손익공정가치측정금융자산 | 유동 당기손익-공정가치 측정 금융자산
단기금융상품의순증감,2,단기금융상품의 순증감
단기대여금의순증감,2,단기대여금의 순증감
비지배지분의변동,2,비지배지분의 변동
기본및희석주당이익손실,2,기본및희석주당이익(손실)
기타금융부채의증가,2,기타금융부채의 증가
현금의증가감소,2,현금의 증가(감소) | 현금의증가(감소)
기초의현금,2,기초의 현금 | 기초의현금
기말의현금,2,기말의 현금 | 기말의현금
가감,2,가감
재고자산폐기손실조정,2,재고자산폐기손실 조정
무형자산손상차손환입조정,2,무형자산손상차손환입 조정
금융리스부채의상환,2,금융리스부채의 상환
매도가능금융자산평가손익세후기타포괄손익,2,매도가능금융자산평가손익(세후기타포괄손익)
매출채권손상차손환입,2,매출채권손상차손(환입)
투자부동산평가손실조정,2,투자부동산평가손실 조정
국고보조금의수령,2,국고보조금의 수령
매출채권처분손실,2,매출채권처분손실
무형자산및영업권,2,무형자산 및 영업권
매출채권및기타비유동채권,2,매출채권 및 기타비유동채권
파생상품거래손실조정,2,파생상품거래손실 조정
파생상품평가손실조정,2,파생상품평가손실 조정
투자활동으로분류된유형자산의취득,2,투자활동으로 분류된 유형자산의 취득
매도가능금융자산평가이익,2,매도가능금융자산평가이익
유동사채및비유동사채의유동성대체부분,2,유동 사채 및 비유동 사채의 유동성 대체 부분
비유동사채의비유동성부분,2,비유동 사채의 비유동성 부분
매각예정으로분류된비유동자산이나처분자산집단의처분,2,매각예정으로 분류된 비유동자산이나 처분자산집단의 처분
재무활동으로분류된리스부채의지급,2,재무활동으로 분류된 리스부채의 지급
연결기타포괄손익,2,연결기타포괄손익
순확정급여부채의증가감소,2,순확정급여부채의 증가(감소)
관계기업투자자산,2,관계기업투자자산
금융부채,2,금융부채
유동성파생상품부채,2,유동성파생상품부채
기타비금융부채,2,기타비금융부채
