,debt_ratio,roa,total_asset_growth_rate,cfo_to_total_debt,current_ratio,quick_ratio,news_sentiment_score,news_count,sentiment_volatility,positive_ratio,negative_ratio,recency_weight_mean,business_report_text_score,public_credit_rating
키움증권,8.1877,0.0092,0.0536,-0.1489,0.0,0.0,9.26,20,0.3610159233204867,0.14193833117826213,0.04931670420212855,0.973598885808511,65.26,AA-
