,debt_ratio,roa,total_asset_growth_rate,cfo_to_total_debt,current_ratio,quick_ratio,news_sentiment_score,news_count,sentiment_volatility,positive_ratio,negative_ratio,recency_weight_mean,business_report_text_score,public_credit_rating
현대자동차,0.3889,0.0675,0.13019999999999998,7.5001999999999995,1.2529000000000001,1.0165,8.0,20,0.2202212364404238,0.10446383612367097,0.024504911538552037,0.9638937420445999,83.25,AAA
