,debt_ratio,roa,total_asset_growth_rate,cfo_to_total_debt,current_ratio,quick_ratio,news_sentiment_score,news_count,sentiment_volatility,positive_ratio,negative_ratio,recency_weight_mean,business_report_text_score,public_credit_rating
키움증권,8.1877,0.0092,0.0536,-0.1489,0.0,0.0,15.3,20,0.5344562162326993,0.2650185090556209,0.11198740566647508,0.9791681088512167,65.26,AA-
