,debt_ratio,roa,total_asset_growth_rate,cfo_to_total_debt,current_ratio,quick_ratio,news_sentiment_score,news_count,sentiment_volatility,positive_ratio,negative_ratio,recency_weight_mean,business_report_text_score,public_credit_rating
SK하이닉스,0.5782,0.0859,0.2094,0.96,1.261,0.8291,34.09,20,0.5531541822343812,0.3898993786777919,0.049046619848223116,0.9864425994725383,83.31,AA
