,debt_ratio,roa,total_asset_growth_rate,cfo_to_total_debt,current_ratio,quick_ratio,news_sentiment_score,news_count,sentiment_volatility,positive_ratio,negative_ratio,recency_weight_mean,business_report_text_score,public_credit_rating
기아,0.6611,0.1127,0.15039999999999998,0.623,1.5493999999999999,1.089,10.98,20,0.3010461082607202,0.11328468670049346,0.0034436796560555713,0.9354720086897143,55.14,AAA
