,debt_ratio,roa,total_asset_growth_rate,cfo_to_total_debt,current_ratio,quick_ratio,news_sentiment_score,news_count,sentiment_volatility,positive_ratio,negative_ratio,recency_weight_mean,business_report_text_score,public_credit_rating
파라다이스,0.25579999999999997,0.0703,0.0371,0.2978,0.8976999999999999,0.8972,18.59,20,0.3568755625913652,0.18716330569419706,0.0012543152693578925,0.9458715430914951,65.45,A+
