,debt_ratio,roa,total_asset_growth_rate,cfo_to_total_debt,current_ratio,quick_ratio,news_sentiment_score,news_count,sentiment_volatility,positive_ratio,negative_ratio,recency_weight_mean,business_report_text_score,public_credit_rating
삼성전자,0.3747,0.0379,0.0947,2.8318,0.8037000000000001,0.5191,0.25,20,0.00357655682524711,0.0025779162114191487,0.00011625656881298684,0.997991376881686,80.45,AAA
