,debt_ratio,roa,total_asset_growth_rate,cfo_to_total_debt,current_ratio,quick_ratio,news_sentiment_score,news_count,sentiment_volatility,positive_ratio,negative_ratio,recency_weight_mean,business_report_text_score,public_credit_rating
LG전자,2.0406999999999997,0.0171,0.0992,0.1464,0.8170999999999999,0.7168000000000001,33.87,20,0.5617288278749152,0.3945858963196142,0.055848491884803154,0.996764255908167,69.06,AA
