,debt_ratio,roa,total_asset_growth_rate,cfo_to_total_debt,current_ratio,quick_ratio,news_sentiment_score,news_count,sentiment_volatility,positive_ratio,negative_ratio,recency_weight_mean,business_report_text_score,public_credit_rating
송원산업,0.2087,0.037000000000000005,0.051,5.7890999999999995,1.5578999999999998,0.8801000000000001,100.0,1,0.0,0.9999992231696647,3.1048875335207266e-08,0.34535065362442785,54.2,BBB-
