,debt_ratio,roa,total_asset_growth_rate,cfo_to_total_debt,current_ratio,quick_ratio,news_sentiment_score,news_count,sentiment_volatility,positive_ratio,negative_ratio,recency_weight_mean,business_report_text_score,public_credit_rating
현대모비스,0.12210000000000001,0.071,0.0547,0.5995,2.4425,2.0113,45.62,20,0.6603218074138403,0.573923152573606,0.11769346669782448,0.7880687662628091,83.14,AA+
