stock_code,debt_ratio,equity_ratio,debt_dependency_ratio,current_ratio,quick_ratio,interest_coverage_ratio,ebitda_to_total_debt,cfo_to_total_debt,free_cash_flow,operating_margin,roa,roe,net_profit_margin,total_asset_turnover,accounts_receivable_turnover,inventory_turnover,sales_growth_rate,operating_income_growth_rate,total_asset_growth_rate
011930_0,0.42098637606185996,1.4074730297857083,0.5925269702142917,0.6291873680162614,0.6291873680162614,0.22583306730095412,,-0.038726434957429355,-18565152065.0,0.00721492075344508,-0.02421338383175721,-0.017058047653781588,-0.03140038808027728,0.771117343195059,,,-0.04616103526839297,-0.03185079013686843,0.015809748085598443
011930_1,0.3969833632941014,1.4316562763381657,0.5683437236618344,0.8546358822110112,0.8546358822110112,0.22568743776581,,0.4316292916571569,19669457458.0,0.00710827677384516,0.0793199233633173,0.05681281792300575,0.0926783950518235,0.855862073560548,,,-0.1935544327107038,-0.763471719113601,0.10606473246685076
011930_2,0.4739436337203589,1.3569039916077592,0.6430960083922408,0.7579759749478289,0.7579759749478289,1.081621797931635,,-0.22380100623190188,-41483497661.0,0.024235741594410404,0.010901004653225552,0.0077776460866869025,0.009366381109860626,1.1638438074817736,,,0.4857110598415884,-3.201383564552679,0.08641085163398862
011930_3,0.3791966113739132,1.4501195721527054,0.5498804278472947,0.8496071693795347,0.8496071693795347,-0.7278945498573365,,-0.2381485794232772,-38590267921.0,-0.016356672190198273,-0.05916274980688051,-0.04038916455540165,-0.06911140048599734,0.8560490655788037,,,-0.10198067086586343,-1.4754907957671903,0.09981434079817411
011930_4,0.35045510614373615,1.4809822191802127,0.5190177808197873,0.7465299900748731,0.7465299900748731,1.3829515233606355,,0.16236503025900642,-574619034.0,0.03089146607645519,-0.05452991177247084,-0.039041490560048714,-0.054182520625863345,1.0064114984425747,,,0.3610512664205596,6.101768568400961,0.011199620921241849
011930_5,0.5249621632007834,1.3115079496806317,0.6884920503193684,0.5160914781590424,0.5160914781590424,0.1283166867690052,,0.07656149965539644,9689452842.0,0.005920337817262038,0.024520522701000944,0.018867970754715677,0.03214883561420074,0.7627188429234983,,,,-1.1517034357756668,0.05284455927332115
011930_6,0.5539641233511257,1.2870310002312007,0.7129689997687993,0.4419689797232879,0.4419689797232879,-0.850043190714388,,-0.35708959275085367,-66990344520.0,,-0.01361920504915648,-0.011507972695583034,,,,,,-0.15627075211063876,-0.467508338591907
011930_7,0.7725678457016049,1.1283066004214777,0.8716933995785224,0.708095524198646,0.708095524198646,-1.236782850699954,,-0.1230435372638301,-35405990837.0,,-0.07068778520770057,-0.06083171795075204,,,,,,,-0.019118853170103162
011930_8,0.6735106343156618,1.1950924953744602,0.8049075046255398,0.7972577531640789,0.7972577531640789,,,0.6117222791242066,37837393103.0,,0.029775179793788777,0.024997511122368456,,,,,,,1.101322887047372
011930_9,0.6909166478591454,1.1827904128403859,0.8172095871596141,0.6223221798924267,0.6223221798924267,0.6529613797914962,,0.07597837097151645,-7511821010.0,,,,,,,,,,
011930_10,0.7434020775491788,1.1471822970473562,0.8528177029526437,0.4177557210084853,0.4177557210084853,,,,,,,,,,,,,,
